matchid  teamid     passes  bad_passes  pass_ratio   corners     fouls  cards  goals     shots  is_home                team_name   pass_80   pass_70  expected_goals  on_target  length  op_teamid  op_passes  op_bad_passes  op_pass_ratio  op_corners  op_fouls  op_cards  op_goals  op_shots             op_team_name  op_pass_80  op_pass_70  op_expected_goals  op_on_target  competitionid  seasonid  shots_op_ratio  goals_op_ratio  pass_op_ratio  points      timestamp
2638  456501     190   3.795699    1.505376    0.714575  0.064516  0.129032      6      1  0.107527        1            Real Zaragoza  0.172043  0.602151        0.237749   0.010753      93        185   3.354839       1.290323       0.720554    0.021505  0.204301         5         2  0.096774               Real Betis    0.107527    0.268817           1.265293      0.064516             23      2012        1.111111        0.500000       0.991702       0  1357338329985
2639  456501     185   3.354839    1.290323    0.720554  0.021505  0.204301      5      2  0.096774        0               Real Betis  0.107527  0.268817        1.265293   0.064516      93        190   3.795699       1.505376       0.714575    0.064516  0.129032         6         1  0.107527            Real Zaragoza    0.172043    0.602151           0.237749      0.010753             23      2012        0.900000        2.000000       1.008368       3  1357338326738
2640  442202       4   3.406250    0.958333    0.778571  0.041667  0.104167      3      1  0.177083        1         Newcastle United  0.093750  0.364583        1.777463   0.062500      96         11   3.145833       1.135417       0.733010    0.062500  0.218750         2         2  0.135417                  Everton    0.302083    0.760417           1.540620      0.041667              8      2012        1.307692        0.500000       1.062157       0  1357164052799
2641  442202      11   3.145833    1.135417    0.733010  0.062500  0.218750      2      2  0.135417        0                  Everton  0.302083  0.760417        1.540620   0.041667      96          4   3.406250       0.958333       0.778571    0.041667  0.104167         3         1  0.177083         Newcastle United    0.093750    0.364583           1.777463      0.062500              8      2012        0.764706        2.000000       0.941480       3  1357164004525
2642  442199       8   5.365591    1.172043    0.819376  0.150538  0.086022      1      0  0.279570        1                  Chelsea  0.301075  1.301075        0.472983   0.021505      93         52   2.569892       1.172043       0.684814    0.021505  0.139785         1         1  0.075269      Queens Park Rangers    0.043011    0.118280           0.723841      0.032258              8      2012        3.714286        0.000000       1.196495       0  1357162898164
2643  442199      52   2.569892    1.172043    0.684814  0.021505  0.139785      1      1  0.075269        0      Queens Park Rangers  0.043011  0.118280        0.723841   0.032258      93          8   5.365591       1.172043       0.819376    0.150538  0.086022         1         0  0.279570                  Chelsea    0.301075    1.301075           0.472983      0.021505              8      2012        0.269231        1.000000       0.835775       3  1357162897861
2644  442200      56   2.630435    1.195652    0.685552  0.054348  0.097826      1      0  0.086957        0               Sunderland  0.163043  0.358696        0.584723   0.021739      92         14   6.250000       1.086957       0.850592    0.097826  0.065217         0         3  0.315217                Liverpool    0.315217    0.978261           2.700786      0.097826              8      2012        0.275862        0.000000       0.805971       0  1357162785864
2645  442200      14   6.250000    1.086957    0.850592  0.097826  0.065217      0      3  0.315217        1                Liverpool  0.315217  0.978261        2.700786   0.097826      92         56   2.630435       1.195652       0.685552    0.054348  0.097826         1         0  0.086957               Sunderland    0.163043    0.358696           0.584723      0.021739              8      2012        3.625000        3.000000       1.240739       3  1357162769988
2646  442203      20   3.752688    1.333333    0.736287  0.032258  0.075269      2      1  0.107527        1              Southampton  0.225806  0.645161        1.137148   0.053763      93          3   5.010753       1.419355       0.777963    0.032258  0.096774         0         1  0.064516                  Arsenal    0.215054    0.784946           0.109257      0.010753              8      2012        1.666667        1.000000       0.946429       1  1357068033390
2647  442203       3   5.010753    1.419355    0.777963  0.032258  0.096774      0      1  0.064516        0                  Arsenal  0.215054  0.784946        0.109257   0.010753      93         20   3.752688       1.333333       0.736287    0.032258  0.075269         2         1  0.107527              Southampton    0.225806    0.645161           1.137148      0.053763              8      2012        0.600000        1.000000       1.056603       1  1357068026384
2648  442205       6   6.106383    1.010638    0.856716  0.127660  0.117021      0      3  0.361702        1        Tottenham Hotspur  0.478723  1.340426        2.265186   0.117021      94        108   2.351064       1.053191       0.688474    0.031915  0.106383         0         1  0.074468                  Reading    0.074468    0.138298           0.720862      0.021277              8      2012        4.857143        3.000000       1.244371       3  1357059592390
2649  442205     108   2.351064    1.053191    0.688474  0.031915  0.106383      0      1  0.074468        0                  Reading  0.074468  0.138298        0.720862   0.021277      94          6   6.106383       1.010638       0.856716    0.127660  0.117021         0         3  0.361702        Tottenham Hotspur    0.478723    1.340426           2.265186      0.117021              8      2012        0.205882        0.333333       0.803619       0  1357059590687
2650  442204       7   2.010526    1.031579    0.658621  0.021053  0.073684      4      2  0.094737        0              Aston Villa  0.052632  0.168421        0.535284   0.031579      95         80   5.273684       1.663158       0.759091    0.031579  0.189474         0         2  0.263158             Swansea City    0.305263    0.800000           2.067594      0.073684              8      2012        0.360000        1.000000       0.867644       1  1357059496599
